column,ks_score,FDR,rank_ks,rank_FDR,average_rank
Cardnum_actual/med_1,0.1951221618605059,0.0492040520984081,87.0,118.5,102.75
merch_state_count_1,0.2955829408258737,0.0086830680173661,188.0,17.0,102.5
merch_state_count_14,0.2636366260837892,0.0130246020260492,160.0,31.0,95.5
Cardnum_actual/avg_0,0.1689217338615679,0.0578871201157742,55.0,135.5,95.25
merch_state_count_7,0.2911059641153186,0.004341534008683,178.0,6.5,92.25
Merchnum_count_0,0.2195915052563231,0.0274963820549927,116.0,66.5,91.25
Cardnum_actual/max_14,0.2262982895245008,0.024602026049204,124.0,57.5,90.75
Cardnum_count_30,0.2582113501340303,0.0101302460202604,157.0,23.5,90.25
Cardnum_count_0_by_30,0.1936917222161666,0.0390738060781476,85.0,94.0,89.5
merch_zip_count_7,0.2831793497089829,0.0028943560057887,171.0,3.5,87.25
merch_zip_count_14,0.278952847398455,0.0028943560057887,169.0,3.5,86.25
merch_zip_actual/max_1,0.1696676369646794,0.0477568740955137,57.0,114.0,85.5
Merchnum_count_1,0.2493908138953394,0.0086830680173661,150.0,17.0,83.5
card_state_count_1_by_30,0.1335316131390506,0.0593342981186685,30.0,137.0,83.5
merch_zip_count_0_by_7,0.1830102900617309,0.0390738060781476,73.0,94.0,83.5
merch_zip_actual/toal_1,0.2419653708736134,0.0101302460202604,142.0,23.5,82.75
merch_state_actual/max_1,0.1569227346907622,0.0506512301013024,43.0,122.5,82.75
card_state_actual/toal_30,0.2094842299621648,0.0260492040520984,102.0,62.5,82.25
Cardnum_count_1_by_7,0.1847309799661213,0.0361794500723589,79.0,85.0,82.0
Merchnum_count_7,0.252763637661102,0.0072358900144717,153.0,11.0,82.0
merch_zip_actual/toal_3,0.2425248594116997,0.0086830680173661,145.0,17.0,81.0
merch_state_count_30,0.2290302478387763,0.0144717800289435,127.0,33.5,80.25
merch_zip_count_1_by_7,0.157029530760373,0.0477568740955137,44.0,114.0,79.0
Cardnum_actual/max_3,0.2419233469095814,0.0086830680173661,141.0,17.0,79.0
merch_state_count_1_by_7,0.1246086880049427,0.0549927641099855,25.0,131.5,78.25
Merchnum_actual/toal_3,0.1778300129319401,0.0376266280752532,67.0,89.0,78.0
card_merch_count_0_by_30,0.1518220760563857,0.0477568740955137,41.0,114.0,77.5
Merchnum_actual/toal_7,0.1714809443025109,0.0390738060781476,60.0,94.0,77.0
Merchnum_count_14,0.2165819172262794,0.0173661360347322,112.0,39.0,75.5
Merchnum_actual/max_7,0.2025412389639516,0.0231548480463096,93.0,53.0,73.0
merch_state_actual/toal_1,0.224103895169619,0.0101302460202604,121.0,23.5,72.25
Cardnum_count_0_by_7,0.0760793119519648,0.0578871201157742,6.0,135.5,70.75
merch_state_actual/max_14,0.2041519943565021,0.0202604920405209,95.0,45.0,70.0
card_merch_count_1_by_30,0.1148615100042742,0.0492040520984081,21.0,118.5,69.75
merch_zip_count_30,0.241461884609629,0.0014471780028943,138.0,1.0,69.5
Cardnum_count_0_by_14,0.127030474741472,0.0463096960926193,27.0,109.5,68.25
merch_zip_actual/toal_7,0.1999375338704135,0.0202604920405209,90.0,45.0,67.5
Merchnum_actual/toal_0,0.1750343731764064,0.0303907380607814,64.0,69.5,66.75
merch_state_count_0_by_7,0.1478978435718927,0.0390738060781476,39.0,94.0,66.5
merch_state_actual/toal_3,0.2170042936783293,0.0086830680173661,113.0,17.0,65.0
Merchnum_count_30,0.1948490506112093,0.0188133140376266,86.0,42.5,64.25
Merchnum_actual/toal_30,0.2079623080656162,0.0115774240231548,98.0,28.0,63.0
Cardnum_actual/toal_7,0.2041025583267801,0.0130246020260492,94.0,31.0,62.5
merch_state_actual/max_0,0.1382168177010456,0.0376266280752532,34.0,89.0,61.5
merch_zip_count_1_by_30,0.0988339084510169,0.044862518089725,16.0,107.0,61.5
Merchnum_count_0_by_7,0.1375450797717448,0.0376266280752532,33.0,89.0,61.0
card_state_actual/max_30,0.1809630018394165,0.0231548480463096,68.0,53.0,60.5
merch_state_count_0_by_14,0.1004404347370175,0.0419681620839363,17.0,101.0,59.0
merch_zip_actual/max_0,0.1464440325492517,0.0332850940665701,37.0,79.5,58.25
merch_zip_count_0_by_14,0.1349949730391118,0.0347322720694645,32.0,82.5,57.25
Cardnum_actual/max_7,0.1432668828660129,0.0318379160636758,36.0,74.0,55.0
card_state_count_1_by_14,0.0680486170075924,0.0434153400868306,5.0,104.5,54.75
card_merch_count_1_by_7,0.084904522466316,0.0405209840810419,11.0,98.0,54.5
card_zip_count_0_by_30,0.120375241056291,0.0332850940665701,24.0,79.5,51.75
Merchnum_actual/toal_14,0.2003768712655737,0.0072358900144717,91.0,11.0,51.0
card_merch_count_1_by_14,0.0639851133668769,0.0405209840810419,3.0,98.0,50.5
merch_state_actual/toal_30,0.165316131167921,0.0217076700434153,51.0,48.5,49.75
Cardnum_actual/toal_30,0.1837543457130337,0.0101302460202604,76.0,23.5,49.75
merch_zip_actual/toal_30,0.1606558115592032,0.0231548480463096,45.0,53.0,49.0
card_state_count_0_by_30,0.1169100447000981,0.0318379160636758,22.0,74.0,48.0
merch_zip_actual/max_14,0.1887994027255078,0.0072358900144717,81.0,11.0,46.0
card_zip_count_1_by_7,0.0814047587286922,0.0361794500723589,7.0,85.0,46.0
Merchnum_count_0_by_30,0.067408753186604,0.0361794500723589,4.0,85.0,44.5
merch_state_actual/max_7,0.1665478918382406,0.0159189580318379,52.0,35.5,43.75
merch_zip_count_0_by_30,0.1086942929564875,0.0274963820549927,20.0,66.5,43.25
Merchnum_actual/toal_1,0.1733344504110213,0.0101302460202604,62.0,23.5,42.75
card_zip_count_1_by_30,0.1186884285212103,0.0260492040520984,23.0,62.5,42.75
merch_state_actual/toal_7,0.1647887170642468,0.0144717800289435,50.0,33.5,41.75
card_state_count_1_by_7,0.0818337904589441,0.0318379160636758,9.0,74.0,41.5
card_zip_count_1_by_14,0.0593261960408573,0.0332850940665701,2.0,79.5,40.75
merch_state_count_1_by_30,0.1342707496716821,0.0217076700434153,31.0,48.5,39.75
merch_zip_actual/max_3,0.148162897260289,0.0173661360347322,40.0,39.0,39.5
merch_zip_actual/max_7,0.1562596775591164,0.0159189580318379,42.0,35.5,38.75
Merchnum_actual/max_3,0.1477708590831203,0.0173661360347322,38.0,39.0,38.5
Merchnum_actual/max_0,0.0922022909871485,0.0260492040520984,13.0,62.5,37.75
merch_state_count_1_by_14,0.1291968234423915,0.0202604920405209,28.0,45.0,36.5
Merchnum_count_1_by_7,0.0837117808685324,0.0260492040520984,10.0,62.5,36.25
Merchnum_count_1_by_14,0.0966213066795154,0.024602026049204,15.0,57.5,36.25
Merchnum_actual/max_1,0.1083868146518598,0.0231548480463096,19.0,53.0,36.0
merch_state_count_0_by_30,0.0925839344655868,0.024602026049204,14.0,57.5,35.75
Merchnum_count_0_by_14,0.0814521914974168,0.024602026049204,8.0,57.5,32.75
merch_state_actual/toal_14,0.1607019533375074,0.0086830680173661,46.0,17.0,31.5
Merchnum_count_1_by_30,0.088979912122282,0.0217076700434153,12.0,48.5,30.25
merch_zip_count_1_by_14,0.1024690926320571,0.0188133140376266,18.0,42.5,30.25
merch_zip_actual/toal_14,0.1615895982854044,0.0072358900144717,47.0,11.0,29.0
Cardnum_actual/toal_14,0.1327436638134517,0.0115774240231548,29.0,28.0,28.5
random,0.042539024692796,0.0231548480463096,1.0,53.0,27.0
merch_state_actual/max_3,0.12600366992963,0.0072358900144717,26.0,11.0,18.5
